Oxygonumdelagoense,,
nolletiaarenosa,,
nomadacrisseptemfasciata,,
nothosaervabrachiata,,
numidameleagris,AA0402;AT0108;AT0109;AT0111;AT0115;AT0116;AT0705;AT0711;AT0714;AT0715;AT0716;AT0717;AT0721;AT0722;AT0725;AT1004;AT1203;AT1309;AT1314;NA0414;NT0127;NT0155;NT0226;NT1402;PA0445;PA1205,AU;DE;DO;ET;GH;GR;KE;NA;PR;TZ;UG;US;VI;ZA;ZW
nycterisgrandis,AT0102;AT0109;AT0114;AT0130,CI;GA;GN;TZ
nycterishispida,AT0125;AT0126;AT0130;AT1403,CF;CG;CI;GM;TZ
nycterismacrotis,AT0704;AT0707,CI;ZM
nycteristhebaica,AT0725;AT1309,BW;ZA
nycterisvinsoni,,
nycteriswoodi,,
nycticeinopsschlieffenii,AT0722,SN
nycticoraxnycticorax,AT0715;AT0722;IM0126;IM0212;NA0405;NA0409;NA0517;NA0519;NA0523;NA0529;NA0801;NA0804;NA0814;NA1201;NA1202;NA1302;NA1310;NA1311;NA1312;NT0211;NT0217;NT0228;NT0233;NT0402;NT0404;NT0904;OC0106;OC0702;PA0445;PA0904,AR;CL;DE;EG;ET;GM;IN;LK;MX;US
nymphaea,AA0801;AT0712;AT0722;NA0401;NA0407;NA0409;NA0410;NA0411;NA0413;NA0414;NA0517;NA0519;NA1302;NT0176;NT0310;PA0402;PA0405;PA0409;PA0412;PA0431;PA0436;PA0445;PA0501;PA0608,AT;CM;DE;IE;IT;MX;NE;NZ;SE;US
nymphaealotus,AT0130;AT0722;AT0907;NT0137,BF;BW;CO;GM;GN;ML;NA;NE
nymphaeamaculata,,
nymphaeamaculataschumachthonn,,
nymphaeamicrantha,AT0722,BF;ML
oceanitesoceanicus,AN1101;AN1103,AQ;AU;CL;FK;GS;US
oceanodromaleucorhoa,PA0405;PA0436,BM;PT;SE;US
ochnapulchra,,
ochrilidiagracilisgracilis,,
ocimumamericanum,AT0722;AT1302,BF;BJ;NG;SA;SN
ocimumbasilicum,AT0722;NT0137;PA0402;PA0436;PA0445;PA1203;PA1208;PA1209;PA1212;PA1215,BE;BF;CO;DE;ES;FR;SE
oedaleussenegalensis,,
oenacapensis,AT0112;AT0706;AT0709;AT0711;AT0713;AT0714;AT0715;AT0716;AT0717;AT0722;AT0725;AT0726;AT0901;AT0905;AT0907;AT0908;AT1005;AT1007;AT1008;AT1302;AT1306;AT1320;PA1303;PA1323;PA1325,AE;BH;BW;ET;GH;GM;IL;KE;QA;SA;SD;SN;SS;TZ;ZA;ZM
oenanthepileata,AT0108;AT0702;AT0709;AT0711;AT0714;AT0716;AT0717;AT0719;AT0726;AT0902;AT0907;AT0908;AT1203;AT1315;AT1316;AT1322,BW;KE;NA;TZ;ZA;ZM
oldenlandiacapensiscapensis,,
oldenlandiacorymbosa,AT0130;AT0722;NA0701,BF;BJ;GN;ML;NG;SG;US
oleaeuropaeaafricana,AT1306;NA1201;NA1202;PA0402;PA0445;PA0501;PA1201;PA1209;PA1211;PA1214;PA1215;PA1221;PA1222,AE;ES;FR;GR;HR;IT;MA;MX;NZ;PT;US
olenecamptus,,
onychognathusmorio,AT0108;AT0109;AT0115;AT0116;AT0711;AT0714;AT0716;AT0725;AT1003;AT1004;AT1005;AT1007;AT1009;AT1012;AT1203;AT1314,ET;KE;LS;SZ;TZ;ZA;ZW
onychognathusnabouroup,AT0702;AT0902;AT1004;AT1009;AT1203;AT1309;AT1310;AT1314;AT1315;AT1316;AT1322,AO;LS;NA;ZA
onychognathusneumanni,AT0103;AT0114;AT0707;AT0722;AT1010,CM;GN;ML;NG
opiliaceltidifolia,AT0111;AT0722,BF;BJ
oplostomusfuligineus,,
orbeadecaisneana,,
orbeopsisknobelii,,
orcinusorca,AA0402;AA0801;NA0506;NA0520;NA0601;NA1101;NA1117;NT0160;NT0805;PA0421;PA0520,AQ;AR;AU;BR;BS;CA;EC;FK;GB;GF;IE;IS;NO;NZ;US
oreochromisniloticusniloticus,AT1320;NA0402;NA0409;NA0411;NA0413;NA0503;NA0513;NA0517;NA0524;NA0529;NA0701;NA0804;NA1302;NA1310;NT0155;NT0904;PA0412,AR;MX;OM;PL;US
oreotragusoreotragus,AT0108;AT0716;AT0717;AT0721;AT0725;AT1007;AT1008;AT1203;AT1309;AT1314;AT1315;AT1316,ET;KE;NA;TZ;UG;ZA;ZW
ornithacriscavroisi,,
ornithogalumlongibracteatum,,ES;ZA
oropetiumcapense,,
orthacanthacrishumilicrus,,
orthantherajasminiflora,,
orthochthavenosa,,
orycteropusafer,AT0709;AT1004;AT1309;AT1316,BW;NA;ZA
oryxdammah,PA1212,MA
oryxgazella,AT0702;AT0709;AT0726;AT0902;AT0908;AT1012;AT1201;AT1309;AT1314;AT1316;AT1322;NA1304,BW;NA;US;ZA
oryza,AT0130;AT0713;AT0722;AT0907;IM0124;PA0415;PA0445;PA1209;PA1215;PA1221,AU;BF;BJ;BW;CN;ES;FR;GN;IN;LU;NG
oryzabarthii,AT0130;AT0713;AT0722,BF;GN;NG
oryzalongistaminata,AT0713;AT0722;AT0907,BF;BW;ML;NG
oryzasativa,AT0722;IM0124;PA0415;PA0445;PA1209;PA1215;PA1221,AU;BF;BJ;CN;ES;FR;IN;LU
osteolaemustetraspis,AT0111;AT0114;AT0130,CI;GH;GN;LR
osyrislanceolata,AT0704;PA1209;PA1214;PA1221,ES;MW;PT
otocyonmegalotis,AT0108;AT0709;AT0714;AT0716;AT0725;AT0902;AT0908;AT1309;AT1315,BW;KE;NA;TZ;ZA
otolemurcrassicaudatus,AT0108;AT0125;AT0717;AT0725;AT1004,KE;MZ;TZ;ZA
otomopsmartiensseni,AT0707;AT0711;AT1405,CI;KE;ZA
otomysangoniensis,AT0717,ZA
otomysirroratus,,
otomyslaminatus,,
otomyssaundersiae,,
otomysslogetti,AT1003,ZA
otomyssloggetti,AT1003,ZA
otomysunisulcatus,,
otopteraburchellii,,
otusleucotis,AT0107;AT0108;AT0111;AT0704;AT0705;AT0707;AT0711;AT0713;AT0715;AT0716;AT0721;AT0722;AT0902;AT1010;AT1316;AT1401;AT1403,BJ;CI;CM;ET;GH;GM;KE;MR;NA;NE;NG;SL;SN;TD;TG;UG;ZM
otussenegalensis,AT0108;AT0111;AT0119;AT0702;AT0707;AT0711;AT0714;AT0715;AT0716;AT0719;AT0722;AT0725;AT0726;AT0907;AT1007;AT1010;AT1302;AT1320,BW;ET;GH;GM;KE;NA;NG;OM;SZ;TG;TZ;ZA;ZM
ourebiaourebi,AT0714;AT0716;AT0721;AT0722;AT0725;AT0726,CI;KE;MZ;SN;TZ;UG;ZM;ZW
ourebiaourebiquadriscopa,AT0714;AT0716;AT0721;AT0722;AT0725;AT0726,CI;KE;MZ;SN;TZ;UG;ZM;ZW
ovisaries,AA0402;AA0405;AA0408;AA0409;AA0801;AA0802;AA1003;NA1309;NA1312;NT0121;OC0202;PA0431;PA0436;PA0445;PA0501;PA0602;PA0608,AT;AU;DE;EC;IS;MX;NZ;SE;US
oxaliscorniculata,NA1202;PA0402;PA0425;PA0445;PA1215,FR;PT;US
oxalislawsonii,,
oxalispurpurascens,,
oxalissemiloba,AT0719,ZW
oxybelus,PA0405;PA0436;PA0608,SE
oxycatantopsspissus,AT0111,GH
oxygonumalatum,,
oxytenantheraabyssinica,AT0111;AT0130;AT0719;AT0722,BF;BJ;GN;ML;MW
oxyuramaccoa,AT0108;AT0112;AT0115;AT0702;AT0711;AT0714;AT0717;AT0725;AT1004;AT1005;AT1009;AT1309;AT1314;AT1315;AT1316,ET;KE;NA;TZ;ZA;ZM
ozoroapaniculosa,,
pachnodacordata,AT0111,GH
pachnodainterrupta,,
pachnodamarginata,,
pachycondyla,AA0115;AA0120;AA0405;AA0406;AT0707;AT0726;AT1403;NA1311;NT0125;NT0129;NT0150;NT0154;NT0163;PA0440,AR;GN;GT;ID;JP;MX;NA;NZ;PA;PE;PG;SL;SR
pachydactyluscapensis,AT1322,ZA
pachydactylusturneri,AT0701;AT1309,AO;BW
pachyptilabelcheri,AN1104;NT0805,AQ;AR;AU;CL;FK;GS;NZ;TF
pachyptilaturtur,AA0402;AA0406;AA0407;AN1104;NT0805,AR;AU;FK;GS;NZ;TF
pachyptilavittata,,AU;NZ;SH
pancratiumtenuifolium,AT1309,BW
pancratiumtrianthum,AT0713;AT0722,BF
pandiakaangustifolia,,
pandinusimperator,AT0111;AT0707,GH;TG
pandionhaliaetus,AA1205;AT0711;NA0517;NA0523;NA0529;NA0801;NA0804;NA0806;NA0814;NA1201;NA1202;NA1312;NT0154;NT0161;NT0204;NT0228;NT0230;NT0233;NT0904;NT1305;NT1403;NT1407;PA0405;PA1212,AU;CW;DE;GM;KE;MA;MX;US
panicumanabaptistum,,
panicumcoloratum,AA0402;AA0409,AU
panicumfluviicola,AT0722,ML
panicumkalaharense,,
panicumlaetum,AT0713;AT0722,BF;BJ
panicummaximum,AA0402;IM0154;NA0701;NT0109;NT1305,AU;CO;FR;LK;US
panicumsubalbidum,AT0111;AT0713;AT0722,BF;BJ
panicumturgidum,PA1321,MA
pantheraleo,AT0101;AT0108;AT0702;AT0709;AT0711;AT0714;AT0716;AT0721;AT0725;AT0726;AT0902;AT0907;AT1012;AT1316,KE;NA;TZ;UG;ZA;ZW
pantherapardus,AT0101;AT0108;AT0125;AT0130;AT0702;AT0711;AT0714;AT0716;AT0722;AT0725;AT0726;AT0902;AT0907;AT0908;AT1004;AT1309;AT1316;IM0123;IM0206;IM0212;PA0402;PA0404;PA0431;PA0445;PA0501;PA0814;PA1210,AT;BA;BE;BW;CI;CZ;DE;HR;HU;IN;KE;LK;LR;NA;PH;RO;RS;TZ;UG;ZA;ZM;ZW
pantheraparduspardus,AT0101;AT0108;AT0125;AT0130;AT0702;AT0711;AT0714;AT0716;AT0722;AT0725;AT0726;AT0902;AT0907;AT0908;AT1004;AT1309;AT1316;IM0123;IM0206;IM0212;PA0402;PA0404;PA0431;PA0445;PA0501;PA0814;PA1210,AT;BA;BE;BW;CI;CZ;DE;HR;HU;IN;KE;LK;LR;NA;PH;RO;RS;TZ;UG;ZA;ZM;ZW
papio,AT0108;AT0115;AT0125;AT0704;AT0706;AT0707;AT0711;AT0714;AT0716;AT0721;AT0722;AT0725;AT0726;AT0901;AT0907;AT1003;AT1005;AT1203;AT1309;AT1315;AT1316;AT1321,BW;GH;KE;MZ;NA;SA;TZ;UG;ZA;ZM;ZW
papioanubis,AT0101;AT0108;AT0112;AT0114;AT0130;AT0704;AT0705;AT0707;AT0711;AT0714;AT0715;AT0716;AT0721;AT0722;AT0901;AT1005;AT1007;AT1008,CM;ET;GH;GN;KE;RW;TZ;UG
papioursinus,AT0115;AT0709;AT0725;AT0726;AT0907;AT1003;AT1004;AT1203;AT1309;AT1314;AT1315;AT1316,BW;MZ;NA;ZA;ZM;ZW
parabuthusgranulatus,AT1316,NA
paracinematricolor,PA0402;PA1215;PA1222,FR
paracynictisselousi,,
paraxeruscepapi,AT0125;AT0702;AT0704;AT0709;AT0717;AT0719;AT0725;AT0726;AT0902;AT0907,BW;KE;NA;ZA;ZM;ZW
paraxeruspalliatus,AT0109;AT0116;AT0125;AT0725;AT1402,KE;MZ;TZ;ZA
parinaricapensis,,
parisomasubcaeruleum,AT0709;AT0717;AT0902;AT1003;AT1004;AT1009;AT1309;AT1314,BW;NA;ZA
parkiabiglobosa,AT0114;AT0130;AT0707;AT0722;AT1403,BF;BJ;FR;GN;ML
parkinsoniaaculeata,AT0707;AT0722;NA0303;NA0405;NA0701;NA0806;NA0814;NA1201;NA1303;NA1310;NA1311;NA1312;NT0204;NT0803;NT1315;PA1212;PA1215;PA1222,AR;BF;EC;ES;FR;IT;MX;PE;US
parkinsoniaafricana,,
parotomysbrantsii,AT1309,BW
parotomyslittledalei,,
paruscinerascens,AT0702;AT0709;AT0717;AT0902;AT1009;AT1309;AT1314;AT1316,BW;NA;ZA;ZW
paspalidiumgeminatum,,ES
paspalumscrobiculatum,AA0402;AT0130,AU;CI
passerdomesticus,PA0405;PA0436;PA0608,SE
passergriseus,AT0101;AT0107;AT0108;AT0111;AT0114;AT0121;AT0130;AT0704;AT0705;AT0706;AT0707;AT0711;AT0716;AT0721;AT0722;AT0723;AT0905;AT1007;AT1013;AT1401;AT1402;AT1403,CD;CM;ET;GH;GM;GW;KE;LR;NG;SN;SS;TZ;UG
passerluteus,AT0707;AT0713;AT0722;AT1403;PA1304,AE;CM;GM;ML;MR;NE;NG;SD;SN;TD
passermelanurus,AT0717;AT1003;AT1004;AT1009;AT1012;AT1309;AT1310;AT1314;AT1315;AT1316,AO;LS;NA;ZA
passermotitensis,AT0702;AT0709;AT0714;AT0717;AT0725;AT0726;AT0902;AT1009;AT1309;AT1316;AT1322,BW;NA;TZ;ZA
pavoniaburchelli,,
pavoniasenegalensis,,
pechuelloeschealeubnitziae,AT0907;AT1309,BW;NA
pedetescapensis,AT0725;AT1309,BW;ZA
pediculushumanuscapitis,AA0406;NA0601;PA0409,IE;NZ;US
peleacapreolus,AT1203,ZA
pelecanusonocrotalus,AT0102;AT0108;AT0112;AT0711;AT0713;AT0714;AT0715;AT0716;AT0721;AT0722;AT1007;AT1302;AT1403;IM0126;IM0166;IM0206;IM0901;IM1403;PA0404;PA0814;PA1201;PA1207;PA1217;PA1323,BG;CG;ET;GM;GR;GW;IL;IN;IR;KE;KW;RO;SA;SN;TR;TZ;UA;UG;US;ZA
pelecanusrufescens,AT0101;AT0119;AT0704;AT0705;AT0707;AT0709;AT0711;AT0714;AT0715;AT0716;AT0721;AT0722;AT0725;AT0908;AT1005;AT1007;AT1008;AT1013;AT1302;AT1320;AT1403;AT1405,BW;ET;GM;GW;KE;MZ;RW;SA;SD;SN;TZ;UG;ZA;ZM
peliostomumleucorrhizum,,
pellaeacalomelanos,PA1215,ES
pelomedusasubrufa,AT0115;AT0701;AT0702;AT0704;AT0711;AT0902;AT0907;AT1004,AO;BW;KE;NA;SC;ZA;ZM
pelomysfallax,,
peltophorumafricanum,,
pennisetumglaucum,AT0713;PA0406;PA0445;PA1208;PA1209;PA1215,BF;DE;ES;FR;LU
pennisetumpedicellatum,AT0114;AT0130;AT0707;AT0713;AT0722,BF;BJ;GN;ML;NG;SN
pennisetumpolystachion,AT0111;AT0713;AT0722;PA0406;PA0433;PA1209;PA1215,BF;BJ;ES;NG
pentanemaindicum,AT0722,BF;BJ;NG
pentarrhinuminsipidum,,
pentatomidae,AA0404;AA0405;AA0406;NA0402;NA0403;NA0417;NA0806;NA1201;NA1202;NA1203;NA1302;NA1303;PA0402;PA0405;PA0412;PA0436;PA0445;PA1211,DE;IT;MX;NZ;SE;US
pentziacalcarea,,
pentziaincana,,AU
peponocephalaelectra,AA0402;AT1403;NT0103;NT0119;PA0440,AU;BR;CR;FR;GU;JP;KM;MV;MX;NR;OM;PR;SC;SN;US;VE;ZA
pergulariadaemia,AT0109;AT0111;AT0114;AT0707;AT1314;PA1209,ES;GH;GN;KE;NA;SN
pergulariatomentosa,AT0713;AT0722;PA1329,BF;ML;NG
peristrophepaniculata,,
pernisapivorus,PA0402;PA0404;PA0405;PA0406;PA0412;PA0419;PA0431;PA0435;PA0436;PA0445;PA0501;PA1205;PA1303;PA1320;PA1325,AT;BG;DE;ES;GR;IL;IT;MW;RU;SE
persicariadecipiens,AA0402;AA0405;AA0801;PA0402,AU;FR;NZ
persicariasenegalensisformaalbotomentosa,AT0722;AT0907,BF;BW
petrocephalus,AT0907,BW
petrodromustetradactylus,AT0125,TZ
petromustypicus,AT1316,NA
petromyscusbarbouri,,
petromyscuscollinus,,
petromyscusmonticularis,,
petromyscusshortridgei,,
petroniasuperciliaris,AT0108;AT0116;AT0119;AT0702;AT0704;AT0709;AT0716;AT0717;AT0719;AT0725;AT0726;AT0902;AT0907;AT1004;AT1006;AT1012;AT1309,BW;MW;NA;SZ;TZ;ZA;ZM;ZW
phacochoerusaethiopicus,AT0112;AT0125;AT0711;AT0715;AT1316;NA0414,ET;KE;NA;US
phacochoerusafricanus,AT0108;AT0119;AT0125;AT0128;AT0702;AT0705;AT0707;AT0709;AT0711;AT0714;AT0715;AT0716;AT0717;AT0721;AT0722;AT0725;AT0726;AT0902;AT0907;AT1004;AT1005;AT1012;AT1309;AT1316,BW;ET;GH;KE;MZ;NA;NE;SN;TZ;UG;ZA;ZW
phaeoptilumspinosum,AT1316,NA
phaethonlepturus,NT0131;NT0155;NT0226;OC0106;OC0113;OC0202;OC0702,BL;JM;KY;MP;PF;PR;PT;PW;TC;TT;US;VG;ZZ
phaethonrubicauda,AA0402;OC0106;OC0111;OC0202;OC0702,AU;CK;CL;MP;US
phalacrocoraxcapensis,AT0115;AT0116;AT1004;AT1203;AT1315;AT1322,NA;ZA
phalacrocoraxcarbo,PA0405;PA0436,SE
phalacrocoraxneglectus,AT1203;AT1315;AT1322,NA;ZA
philantombamonticola,AT0102,GQ
philetairussocius,AT0702;AT0902;AT1309;AT1314;AT1315;AT1316;AT1322,NA;ZA
philothamnusirregularis,AT0114,GN
philothamnussemivariegatus,AT0725;AT1004,ZA;ZM
phoebetriafusca,AN1104;AT1009,AQ;AU;FK;SH;ZA
phoebetriapalpebrata,AN1103;AN1104,AQ;CL;FK;GS;NZ;TF
phoenicopterusminor,AT0101;AT0108;AT0112;AT0119;AT0711;AT0713;AT0714;AT0716;AT0721;AT0722;AT0901;AT0908;AT1005;AT1007;AT1009;AT1310;AT1315;IM0124;IM0901;NA1310;PA0402;PA1215;PA1221,AO;BW;DE;ET;FR;IN;KE;MZ;NA;PT;SN;TZ;UG;US;ZA
phoenicopterusruber,NT0155;NT0181;NT0215;NT0235;NT0305;NT1305;NT1307;NT1308;NT1309;NT1401;NT1402;NT1403;PA0402,CO;CU;CW;DE;EC;HT;MX;NL;PR;TC;VE;VG;VI;ZZ
phoeniculuscyanomelas,AT0101;AT0107;AT0108;AT0111;AT0116;AT0125;AT0707;AT0711;AT0714;AT0715;AT0716;AT0721;AT0722;AT0725;AT0726;AT0907;AT1004;AT1005;AT1007;AT1008;AT1403,BW;CM;ET;GH;GM;GW;KE;MZ;NA;SN;TZ;UG;ZA
phoeniculuspurpureus,AT0101;AT0108;AT0116;AT0125;AT0707;AT0711;AT0714;AT0716;AT0721;AT0722;AT0725;AT0726;AT0907;AT1004;AT1009;AT1012;AT1403,BW;GH;GM;GW;KE;NA;SN;TZ;UG;ZA;ZM
phoenixdactylifera,AT1302;AT1309;NA1201;PA0405;PA0436;PA0501;PA0812;PA1203;PA1209;PA1212;PA1213;PA1214;PA1215;PA1219;PA1221;PA1321,ES;FR;IT;MA;NA;OM;PT;SE;SY;TN;US
phragmitesaustralis,NA0407;NA0410;NA0411;NA1202;PA0402;PA0405;PA0409;PA0412;PA0436;PA0445;PA0501;PA0608;PA1212;PA1215,AT;CH;DE;ES;FR;IE;SE;US
phragmiteskarka,,
phyllanthusangolensis,,
phyllanthusmaderaspatensis,AT0713;AT0722,AU;BF;NG
phyllanthusmuellerianus,AT0111;AT0114;AT0130;AT0722,BJ;CI;GN
phyllanthuspentandrus,AT0707;AT0713;AT0722,BF;ML;NG;SN
phyllanthusreticulatusreticulatus,AT0722;AT0903,ML
phyllognathusburmeisteri,,
phylloscopusbonelli,AT0722;PA0401;PA0402;PA0406;PA0433;PA0445;PA0501;PA1209;PA1212;PA1215;PA1216;PA1221;PA1222;PA1321,AD;AT;CH;DE;ES;FR;GH;IT;MA;PT;SE;SN
phylloscopuscollybita,PA0402;PA0405;PA0436;PA0445;PA1209;PA1211;PA1212;PA1213;PA1221;PA1303;PA1321,DE;EG;ES;IT;MA;PT;SE
phymateusviridipes,AT0108;AT0109,KE;TZ
physalis,AA0801;NA0405;NA0804;NA0814;NA0815;NA1201;NA1302;NA1308;NA1310;PA0402;PA0405;PA0436;PA0445;PA0501;PA0608,DE;FR;MX;NZ;SE;US
physalisangulata,AT0110;AT0114;AT0130;AT0707;AT0722;NA0412;NA0814;NT0121;NT0137;PA0402;PA0412;PA0445,AU;BE;BF;BJ;CD;CO;DE;FR;GN;ML;NG;PE;SN;US
physalislagascae,AA0402,AU
physetermacrocephalus,AA0402;NA0517;NA0529;NA0701;PA0402,AU;CA;DE;DM;FR;GF;IE;IT;MF;NO;NZ;PT;US
picidae,PA0405;PA0436;PA0608,SE
pimeliagrandis,PA0404;PA1201;PA1209;PA1211;PA1215;PA1221;PA1222;PA1321,BG;ES;FR;GR;IT;MA
pimpinellaanisum,NA0519;PA0402;PA0412;PA0436;PA0445;PA0501;PA1208;PA1209;PA1211,AT;BE;DE;ES;IT;NL;SE;US
pinarocoryserythropygia,AT0111;AT0130;AT0707;AT0712;AT0721;AT0722;AT0725,CD;GH;GN;NG;TG;UG;ZM
piperguineense,AT0110;AT0111;AT0114;AT0130,CD;CI;GH;GN;LR
pipernigrum,AT0127;IM0154,LK;ST
pipistrellunhesperidus,,
pipistrellusnanus,AT0109;AT0111;AT0126;AT0707;AT1402,BJ;CF;GH;KE;MZ
pipistrellusrueppelli,,
pipistrellusrusticus,,
pistiastratiotes,AA0402;AT0722;AT0903;IM0111;IM0154;NA0529;NA0814;NA1302;NT0137;NT0154;NT0163;NT0904;NT0907;OC0106;PA0402;PA0412;PA0433;PA0436;PA0445,AU;BE;BF;CO;DE;ES;FR;GT;IN;LK;ML;MW;MX;NL;PE;PY;SE;US
plataleaalba,AT0101;AT0108;AT0112;AT0115;AT0119;AT0125;AT0705;AT0707;AT0709;AT0711;AT0713;AT0715;AT0716;AT0717;AT0721;AT0725;AT0726;AT0907;AT0908;AT1004;AT1007;AT1009;AT1309;AT1402,BW;ET;GM;KE;MZ;NA;SD;SN;TZ;UG;ZA;ZM
platycarphacarlinoides,,
plectropterusgambensis,AT0107;AT0108;AT0112;AT0116;AT0119;AT0704;AT0705;AT0707;AT0711;AT0713;AT0714;AT0715;AT0716;AT0717;AT0721;AT0722;AT0725;AT0726;AT0907;AT1004;AT1005;AT1007;AT1009;AT1405,AO;BF;BW;CM;ET;GH;GM;KE;LS;NA;RW;SD;SN;TZ;UG;ZA;ZM
plegadisfalcinellus,AA0402;AA0409;AA0705;AA0801;AA1205;IM0204;NA0407;NA0411;NA0517;NA0529;NA0701;NT0215;NT0709;NT0904;PA0404;PA0405;PA0409;PA0436;PA0445;PA0814;PA1201;PA1205;PA1215;PA1221;PA1325,AU;BG;CH;DE;ES;FR;GB;GR;HT;IL;IN;NZ;PT;RO;SE;UA;US;VE
plexipuspumilus,,
plinthussericeus,,
plocepassermahali,AT0108;AT0109;AT0112;AT0125;AT0706;AT0711;AT0715;AT0716;AT0717;AT0725;AT1007;AT1008;AT1314,ET;KE;TZ;ZA;ZW
ploceuscucullatus,AT0101;AT0107;AT0111;AT0114;AT0116;AT0119;AT0120;AT0121;AT0125;AT0130;AT0705;AT0707;AT0711;AT0714;AT0716;AT0721;AT0722;AT0725;AT1004;AT1007;AT1009;AT1401;AT1403;AT1405;NT0127;NT0215;NT1309,BJ;CM;DO;ET;GH;GM;GW;HT;KE;LR;MU;MZ;NG;TZ;UG;VE;ZA
ploceusluteolus,AT0101;AT0111;AT0705;AT0707;AT0711;AT0712;AT0713;AT0715;AT0716;AT0721;AT0722;AT1007;AT1008;AT1010,CM;ET;GH;KE;NE;NG;SN;UG
ploceusvelatus,AT0115;AT0116;AT0119;AT0702;AT0709;AT0714;AT0717;AT0725;AT0726;AT0902;AT0907;AT0908;AT1004;AT1009;AT1012;AT1309;AT1314;AT1315;AT1316,AE;BW;LS;MZ;NA;TZ;ZA;ZM
plumbagozeylanica,AA0402;AT0907;IM0135;NT0214,AU;BW;EC;FR;IN
poales,AA0405;AA0801;AA1003;AT0712;NA0801;NA0804;NA1308;NA1310;NT0217;NT0303;PA0405;PA0436;PA0440;PA0445;PA0608,DE;HN;JP;MX;NZ;SE;SS;US
podaxispistillaris,NA1303;NA1310;NA1312;NT1002,AR;MX;US
podaxissp,NA0302;NA1303;NA1310;NA1312;NT0205;NT0228;NT1002,AR;MX;US
podicasenegalensis,AT0102;AT0107;AT0108;AT0111;AT0119;AT0126;AT0704;AT0707;AT0716;AT0717;AT0719;AT0721;AT0722;AT0725;AT0726;AT1004;AT1009;AT1013;AT1403,BJ;BW;CM;GA;GH;GM;GN;KE;NA;SL;SZ;TZ;UG;ZA;ZM;ZW
podicepscristatus,PA0405;PA0436,SE
podicepsnigricollis,NA0519;NA0814;NA1201;NA1202;PA0405;PA0436;PA0445,CH;DE;SE;US
poecilogalealbinucha,,
poekilocerusbufoniushieroglyphicus,PA1303;PA1320,IL
poicephalussenegalus,AT0111;AT0707;AT0722;AT1010;PA1221,BF;BJ;GH;GM;NG;PT;SN;TG
polemaetusbellicosus,AT0101;AT0108;AT0112;AT0125;AT0704;AT0705;AT0706;AT0711;AT0714;AT0715;AT0716;AT0717;AT0721;AT0722;AT0725;AT0726;AT0902;AT0907;AT1004;AT1005;AT1008;AT1314;AT1316,BW;CD;ET;GM;KE;NA;SZ;TZ;UG;ZA;ZM
polihieraxsemitorquatus,AT0108;AT0109;AT0112;AT0125;AT0711;AT0714;AT0715;AT0716;AT0721;AT1007;AT1309;AT1314;AT1316,ET;KE;NA;TZ;UG;ZA
polistes,AA0405;AA0406;NA0405;NA0410;NA0413;NA0517;NA0524;NA0701;NA0801;NA0804;NA0814;NA1201;NA1202;NA1310;NT0205;NT0215;NT0310;NT0904;PA0402;PA0412;PA0445;PA0501;PA1201;PA1211;PA1215;PA1221,CA;DE;DO;ES;GR;IT;MX;NZ;PT;US
pollichiacampestris,,
polyboroidestypus,AT0101;AT0107;AT0108;AT0109;AT0111;AT0114;AT0115;AT0116;AT0119;AT0125;AT0130;AT0704;AT0705;AT0707;AT0711;AT0715;AT0716;AT0721;AT0722;AT0725;AT1004;AT1005;AT1007;AT1008;AT1013;AT1403,BJ;CM;ET;GH;GM;GW;KE;LR;MZ;TZ;UG;ZA
polycarpaeacorymbosa,AA0402;AA1308;AT0713;AT0722,AU;BF;BJ;NG
polycarpaeaeriantha,AT0722,BF;NG
polycarpaealinearifolia,AT0713;AT0722,BF;BJ;NG
polycarpaealinearifoliadcdc,AT0713;AT0722,BF;BJ;NG
polycarponprostratum,,
polydoraserratuloides,AT0704;AT0722,BF;BJ;NG;TZ
polygalaarenaria,AT0722,BF;BJ;NG
polygalaarenariawilld,AT0722,BF;BJ;NG
polypterussenegalus,,
polypterussenegalussenegalus,,
pompilidae,AA0405;AA0406;AA0407;AA0801;AA1003;IM0124;IM0150;NA0806;NA1201;NA1202;NA1303;NA1310;NT0160;NT0176;NT0205;PA0402;PA0405;PA0436;PA0608,BR;CR;DE;IN;MX;NZ;SE;US
porphyrioporphyrio,AA0402;AA0409;AA1205;AT0707;IM0124;IM0203;NT0904;PA0904;PA1209;PA1215;PA1221;PA1303,AU;EG;ES;GM;IL;IN;PT;US
porphyrulaalleni,AT0111;AT0117;AT0123;AT0125;AT0126;AT0130;AT0202;AT0705;AT0706;AT0709;AT0711;AT0712;AT0717;AT0719;AT0721;AT0722;AT0725;AT0726;AT0907;AT1009;AT1010,AO;BW;CM;GH;KE;LR;MG;MW;NA;NG;TD;UG;ZA;ZM;ZW
porphyrulamartinica,NA0513;NA0529;NA0701;NT0127;NT0128;NT0129;NT0136;NT0166;NT0171;NT0204;NT0207;NT0212;NT0217;NT0228;NT0232;NT0904;NT0907;NT1309;NT1403;NT1404;NT1407,AW;BO;BR;CO;CR;DO;MX;NI;PA;PE;TT;US;VE
portulacafoliosa,AT0713;AT0722,BF;NG
portulacakermesina,AT0717,ZA
